GEOID,LONGNAME,COUNTY,PlanningRegion,ARCModelingArea,% Gross rent 30.0 percent of income or greater 2019
13151070310,"Census Tract 703.10, Henry County",Henry,Atlanta Regional Commission,Yes,25.1
13151070404,"Census Tract 704.04, Henry County",Henry,Atlanta Regional Commission,Yes,57
13073030504,"Census Tract 305.04, Columbia County",Columbia,Central Savannah River Area,No,58.3
13295020200,"Census Tract 202, Walker County",Walker,Northwest Georgia,No,64
13097080602,"Census Tract 806.02, Douglas County",Douglas,Atlanta Regional Commission,Yes,39.8
13021013102,"Census Tract 131.02, Bibb County",Bibb,Middle Georgia,No,64.3
13199970700,"Census Tract 9707, Meriwether County",Meriwether,Three Rivers,No,41.8
13297110300,"Census Tract 1103, Walton County",Walton,Northeast Georgia,Yes,57.7
13089023422,"Census Tract 234.22, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,39.2
13051010603,"Census Tract 106.03, Chatham County",Chatham,Coastal Regional Commission,No,23.9
13089023423,"Census Tract 234.23, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,38.8
13089021907,"Census Tract 219.07, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,67.3
13067030226,"Census Tract 302.26, Cobb County",Cobb,Atlanta Regional Commission,Yes,39.2
13089023416,"Census Tract 234.16, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,43
13189950400,"Census Tract 9504, McDuffie County",McDuffie,Central Savannah River Area,No,52.9
13059001200,"Census Tract 12, Clarke County",Clarke,Northeast Georgia,No,42.9
13171970300,"Census Tract 9703, Lamar County",Lamar,Three Rivers,No,58.9
13297110603,"Census Tract 1106.03, Walton County",Walton,Northeast Georgia,Yes,46
13139001502,"Census Tract 15.02, Hall County",Hall,Georgia Mountains,Yes,37.6
13135050212,"Census Tract 502.12, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,68.2
13233010100,"Census Tract 101, Polk County",Polk,Northwest Georgia,No,57.1
13177020100,"Census Tract 201, Lee County",Lee,Southwest Georgia,No,58.5
13297110508,"Census Tract 1105.08, Walton County",Walton,Northeast Georgia,Yes,39
13199970600,"Census Tract 9706, Meriwether County",Meriwether,Three Rivers,No,61.2
13127000401,"Census Tract 4.01, Glynn County",Glynn,Coastal Regional Commission,No,50
13127000600,"Census Tract 6, Glynn County",Glynn,Coastal Regional Commission,No,37.3
13083040300,"Census Tract 403, Dade County",Dade,Northwest Georgia,No,14.7
13083040200,"Census Tract 402, Dade County",Dade,Northwest Georgia,No,20.2
13171970200,"Census Tract 9702, Lamar County",Lamar,Three Rivers,No,73
13233010600,"Census Tract 106, Polk County",Polk,Northwest Georgia,No,82.8
13091960200,"Census Tract 9602, Dodge County",Dodge,Heart of Georgia Altamaha,No,34.2
13091960500,"Census Tract 9605, Dodge County",Dodge,Heart of Georgia Altamaha,No,86.7
13091960400,"Census Tract 9604, Dodge County",Dodge,Heart of Georgia Altamaha,No,37
13127001000,"Census Tract 10, Glynn County",Glynn,Coastal Regional Commission,No,58.7
13127000403,"Census Tract 4.03, Glynn County",Glynn,Coastal Regional Commission,No,41.8
13089021910,"Census Tract 219.10, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,66.8
13213010100,"Census Tract 101, Murray County",Murray,Northwest Georgia,No,28.6
13225040102,"Census Tract 401.02, Peach County",Peach,Middle Georgia,No,51.9
13275960800,"Census Tract 9608, Thomas County",Thomas,Southwest Georgia,No,38.6
13275960300,"Census Tract 9603, Thomas County",Thomas,Southwest Georgia,No,45.6
13069010700,"Census Tract 107, Coffee County",Coffee,Southern Georgia,No,30.7
13117130403,"Census Tract 1304.03, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,52.8
13315960400,"Census Tract 9604, Wilcox County",Wilcox,Heart of Georgia Altamaha,No,39
13275960400,"Census Tract 9604, Thomas County",Thomas,Southwest Georgia,No,38.6
13275960500,"Census Tract 9605, Thomas County",Thomas,Southwest Georgia,No,50
13275960600,"Census Tract 9606, Thomas County",Thomas,Southwest Georgia,No,61
13147960500,"Census Tract 9605, Hart County",Hart,Georgia Mountains,No,54.1
13147960300,"Census Tract 9603, Hart County",Hart,Georgia Mountains,No,38.3
13021013302,"Census Tract 133.02, Bibb County",Bibb,Middle Georgia,No,52.5
13223120602,"Census Tract 1206.02, Paulding County",Paulding,Northwest Georgia,Yes,45.6
13223120605,"Census Tract 1206.05, Paulding County",Paulding,Northwest Georgia,Yes,45.9
13063040407,"Census Tract 404.07, Clayton County",Clayton,Atlanta Regional Commission,Yes,49.9
13213010201,"Census Tract 102.01, Murray County",Murray,Northwest Georgia,No,38.7
13293010400,"Census Tract 104, Upson County",Upson,Three Rivers,No,54.7
13291000201,"Census Tract 2.01, Union County",Union,Georgia Mountains,No,46.2
13073030401,"Census Tract 304.01, Columbia County",Columbia,Central Savannah River Area,No,
13021012101,"Census Tract 121.01, Bibb County",Bibb,Middle Georgia,No,49.4
13021012400,"Census Tract 124, Bibb County",Bibb,Middle Georgia,No,60.8
13135050208,"Census Tract 502.08, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,56.2
13175951000,"Census Tract 9510, Laurens County",Laurens,Heart of Georgia Altamaha,No,36.6
13021013604,"Census Tract 136.04, Bibb County",Bibb,Middle Georgia,No,48.2
13135050434,"Census Tract 504.34, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,59.3
13135050530,"Census Tract 505.30, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,56.8
13291000101,"Census Tract 1.01, Union County",Union,Georgia Mountains,No,56.6
13121006000,"Census Tract 60, Fulton County",Fulton,Atlanta Regional Commission,Yes,51.6
13121002800,"Census Tract 28, Fulton County",Fulton,Atlanta Regional Commission,Yes,54.8
13121008500,"Census Tract 85, Fulton County",Fulton,Atlanta Regional Commission,Yes,68.3
13121008904,"Census Tract 89.04, Fulton County",Fulton,Atlanta Regional Commission,Yes,45.6
13123080100,"Census Tract 801, Gilmer County",Gilmer,Northwest Georgia,No,34.3
13067031004,"Census Tract 310.04, Cobb County",Cobb,Atlanta Regional Commission,Yes,51
13129970200,"Census Tract 9702, Gordon County",Gordon,Northwest Georgia,No,63
13245010513,"Census Tract 105.13, Richmond County",Richmond,Central Savannah River Area,No,61.8
13215010501,"Census Tract 105.01, Muscogee County",Muscogee,River Valley,No,66.9
13215001100,"Census Tract 11, Muscogee County",Muscogee,River Valley,No,55.4
13021013502,"Census Tract 135.02, Bibb County",Bibb,Middle Georgia,No,73.5
13021011701,"Census Tract 117.01, Bibb County",Bibb,Middle Georgia,No,40.3
13021010100,"Census Tract 101, Bibb County",Bibb,Middle Georgia,No,60.6
13021013410,"Census Tract 134.10, Bibb County",Bibb,Middle Georgia,No,51.3
13143010400,"Census Tract 104, Haralson County",Haralson,Northwest Georgia,No,43.2
13135050719,"Census Tract 507.19, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,62.8
13063040524,"Census Tract 405.24, Clayton County",Clayton,Atlanta Regional Commission,Yes,50.4
13063040525,"Census Tract 405.25, Clayton County",Clayton,Atlanta Regional Commission,Yes,64.6
13089022302,"Census Tract 223.02, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,39.1
13129970100,"Census Tract 9701, Gordon County",Gordon,Northwest Georgia,No,44.1
13129970300,"Census Tract 9703, Gordon County",Gordon,Northwest Georgia,No,47.8
13051010101,"Census Tract 101.01, Chatham County",Chatham,Coastal Regional Commission,No,25.5
13051001200,"Census Tract 12, Chatham County",Chatham,Coastal Regional Commission,No,56.8
13233010200,"Census Tract 102, Polk County",Polk,Northwest Georgia,No,56.7
13121011416,"Census Tract 114.16, Fulton County",Fulton,Atlanta Regional Commission,Yes,46
13095001500,"Census Tract 15, Dougherty County",Dougherty,Southwest Georgia,No,67.2
13005970100,"Census Tract 9701, Bacon County",Bacon,Southern Georgia,No,57.1
13059130400,"Census Tract 1304, Clarke County",Clarke,Northeast Georgia,No,38.5
13059150900,"Census Tract 1509, Clarke County",Clarke,Northeast Georgia,No,31.4
13113140207,"Census Tract 1402.07, Fayette County",Fayette,Atlanta Regional Commission,Yes,31
13113140502,"Census Tract 1405.02, Fayette County",Fayette,Atlanta Regional Commission,Yes,67.3
13113140501,"Census Tract 1405.01, Fayette County",Fayette,Atlanta Regional Commission,Yes,91.7
13089021908,"Census Tract 219.08, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,53.2
13215010205,"Census Tract 102.05, Muscogee County",Muscogee,River Valley,No,34.8
13053020100,"Census Tract 201, Chattahoochee County",Chattahoochee,River Valley,No,36.7
13307960100,"Census Tract 9601, Webster County",Webster,River Valley,No,86.5
13207050200,"Census Tract 502, Monroe County",Monroe,Middle Georgia,No,47.2
13135050727,"Census Tract 507.27, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,42.4
13089023418,"Census Tract 234.18, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,65.5
13089023306,"Census Tract 233.06, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,67
13245010712,"Census Tract 107.12, Richmond County",Richmond,Central Savannah River Area,No,55.3
13245010204,"Census Tract 102.04, Richmond County",Richmond,Central Savannah River Area,No,33.3
13245010800,"Census Tract 108, Richmond County",Richmond,Central Savannah River Area,No,49.9
13021011000,"Census Tract 110, Bibb County",Bibb,Middle Georgia,No,71.1
13255160800,"Census Tract 1608, Spalding County",Spalding,Three Rivers,Yes,53.2
13297110400,"Census Tract 1104, Walton County",Walton,Northeast Georgia,Yes,60.1
13095011300,"Census Tract 113, Dougherty County",Dougherty,Southwest Georgia,No,52.4
13097080506,"Census Tract 805.06, Douglas County",Douglas,Atlanta Regional Commission,Yes,57
13001950500,"Census Tract 9505, Appling County",Appling,Heart of Georgia Altamaha,No,33.2
13001950400,"Census Tract 9504, Appling County",Appling,Heart of Georgia Altamaha,No,62
13089021204,"Census Tract 212.04, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,72
13089021208,"Census Tract 212.08, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,38.9
13215010602,"Census Tract 106.02, Muscogee County",Muscogee,River Valley,No,46.4
13207050301,"Census Tract 503.01, Monroe County",Monroe,Middle Georgia,No,31.4
13207050302,"Census Tract 503.02, Monroe County",Monroe,Middle Georgia,No,38.3
13057090904,"Census Tract 909.04, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,41.6
13121006601,"Census Tract 66.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,67
13121006700,"Census Tract 67, Fulton County",Fulton,Atlanta Regional Commission,Yes,69.7
13121007704,"Census Tract 77.04, Fulton County",Fulton,Atlanta Regional Commission,Yes,73.3
13031110700,"Census Tract 1107, Bulloch County",Bulloch,Coastal Regional Commission,No,51.4
13151070402,"Census Tract 704.02, Henry County",Henry,Atlanta Regional Commission,Yes,34.5
13151070305,"Census Tract 703.05, Henry County",Henry,Atlanta Regional Commission,Yes,31.2
13135050720,"Census Tract 507.20, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,65.1
13195020100,"Census Tract 201, Madison County",Madison,Northeast Georgia,No,28.6
13245010906,"Census Tract 109.06, Richmond County",Richmond,Central Savannah River Area,No,74
13195020200,"Census Tract 202, Madison County",Madison,Northeast Georgia,No,58.9
13057090804,"Census Tract 908.04, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,34.4
13009970701,"Census Tract 9707.01, Baldwin County",Baldwin,Middle Georgia,No,64.9
13195020600,"Census Tract 206, Madison County",Madison,Northeast Georgia,No,46.8
13259950400,"Census Tract 9504, Stewart County",Stewart,River Valley,No,46
13067030342,"Census Tract 303.42, Cobb County",Cobb,Atlanta Regional Commission,Yes,21.9
13089023115,"Census Tract 231.15, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,
13135050415,"Census Tract 504.15, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,63.3
13139000304,"Census Tract 3.04, Hall County",Hall,Georgia Mountains,Yes,43.7
13213010400,"Census Tract 104, Murray County",Murray,Northwest Georgia,No,42.6
13213010700,"Census Tract 107, Murray County",Murray,Northwest Georgia,No,44.3
13215000400,"Census Tract 4, Muscogee County",Muscogee,River Valley,No,56.5
13121011423,"Census Tract 114.23, Fulton County",Fulton,Atlanta Regional Commission,Yes,51.1
13121011422,"Census Tract 114.22, Fulton County",Fulton,Atlanta Regional Commission,Yes,26.7
13297110100,"Census Tract 1101, Walton County",Walton,Northeast Georgia,Yes,59.5
13297110200,"Census Tract 1102, Walton County",Walton,Northeast Georgia,Yes,46.6
13089023602,"Census Tract 236.02, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,60.8
13223120104,"Census Tract 1201.04, Paulding County",Paulding,Northwest Georgia,Yes,60
13223120302,"Census Tract 1203.02, Paulding County",Paulding,Northwest Georgia,Yes,57.4
13067030410,"Census Tract 304.10, Cobb County",Cobb,Atlanta Regional Commission,Yes,47.9
13287970300,"Census Tract 9703, Turner County",Turner,Southern Georgia,No,49.5
13067031307,"Census Tract 313.07, Cobb County",Cobb,Atlanta Regional Commission,Yes,32.2
13009970702,"Census Tract 9707.02, Baldwin County",Baldwin,Middle Georgia,No,42.6
13153020400,"Census Tract 204, Houston County",Houston,Middle Georgia,No,63.5
13121007802,"Census Tract 78.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,53.3
13297110506,"Census Tract 1105.06, Walton County",Walton,Northeast Georgia,Yes,59.2
13167960300,"Census Tract 9603, Johnson County",Johnson,Heart of Georgia Altamaha,No,
13167960200,"Census Tract 9602, Johnson County",Johnson,Heart of Georgia Altamaha,No,60.6
13247060309,"Census Tract 603.09, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,60.5
13121010400,"Census Tract 104, Fulton County",Fulton,Atlanta Regional Commission,Yes,59.7
13057091101,"Census Tract 911.01, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,27.5
13057091102,"Census Tract 911.02, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,49.5
13057091003,"Census Tract 910.03, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,74.8
13021013202,"Census Tract 132.02, Bibb County",Bibb,Middle Georgia,No,59
13145120401,"Census Tract 1204.01, Harris County",Harris,River Valley,No,70.4
13135050536,"Census Tract 505.36, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,54.9
13117130602,"Census Tract 1306.02, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,16.1
13237960102,"Census Tract 9601.02, Putnam County",Putnam,Middle Georgia,No,64.3
13059140400,"Census Tract 1404, Clarke County",Clarke,Northeast Georgia,No,33.1
13215001200,"Census Tract 12, Muscogee County",Muscogee,River Valley,No,34.8
13031110500,"Census Tract 1105, Bulloch County",Bulloch,Coastal Regional Commission,No,45.9
13119890400,"Census Tract 8904, Franklin County",Franklin,Georgia Mountains,No,58.3
13015960402,"Census Tract 9604.02, Bartow County",Bartow,Northwest Georgia,Yes,64.6
13139001101,"Census Tract 11.01, Hall County",Hall,Georgia Mountains,Yes,59.4
13139001608,"Census Tract 16.08, Hall County",Hall,Georgia Mountains,Yes,24.3
13033950500,"Census Tract 9505, Burke County",Burke,Central Savannah River Area,No,42.4
13121011612,"Census Tract 116.12, Fulton County",Fulton,Atlanta Regional Commission,Yes,38.3
13115000600,"Census Tract 6, Floyd County",Floyd,Northwest Georgia,No,42.1
13121011610,"Census Tract 116.10, Fulton County",Fulton,Atlanta Regional Commission,Yes,52
13135050726,"Census Tract 507.26, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,60.1
13023790100,"Census Tract 7901, Bleckley County",Bleckley,Heart of Georgia Altamaha,No,14.9
13085970201,"Census Tract 9702.01, Dawson County",Dawson,Georgia Mountains,Yes,42.6
13277960700,"Census Tract 9607, Tift County",Tift,Southern Georgia,No,53.3
13051010200,"Census Tract 102, Chatham County",Chatham,Coastal Regional Commission,No,64.2
13089021308,"Census Tract 213.08, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,55.1
13045911000,"Census Tract 9110, Carroll County",Carroll,Three Rivers,Yes,46.4
13067030602,"Census Tract 306.02, Cobb County",Cobb,Atlanta Regional Commission,Yes,49.4
13067030313,"Census Tract 303.13, Cobb County",Cobb,Atlanta Regional Commission,Yes,44.9
13121010204,"Census Tract 102.04, Fulton County",Fulton,Atlanta Regional Commission,Yes,60.8
13067030332,"Census Tract 303.32, Cobb County",Cobb,Atlanta Regional Commission,Yes,48.2
13067030101,"Census Tract 301.01, Cobb County",Cobb,Atlanta Regional Commission,Yes,34.5
13247060404,"Census Tract 604.04, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,47.2
13121012300,"Census Tract 123, Fulton County",Fulton,Atlanta Regional Commission,Yes,62.8
13063040522,"Census Tract 405.22, Clayton County",Clayton,Atlanta Regional Commission,Yes,57.2
13067030103,"Census Tract 301.03, Cobb County",Cobb,Atlanta Regional Commission,Yes,28.8
13185011402,"Census Tract 114.02, Lowndes County",Lowndes,Southern Georgia,No,45.5
13117130301,"Census Tract 1303.01, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,34.5
13185010700,"Census Tract 107, Lowndes County",Lowndes,Southern Georgia,No,71.8
13059150300,"Census Tract 1503, Clarke County",Clarke,Northeast Georgia,No,50.3
13071970900,"Census Tract 9709, Colquitt County",Colquitt,Southwest Georgia,No,57.4
13117130307,"Census Tract 1303.07, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,53.1
13013180401,"Census Tract 1804.01, Barrow County",Barrow,Northeast Georgia,Yes,35.8
13013180108,"Census Tract 1801.08, Barrow County",Barrow,Northeast Georgia,Yes,33.9
13067030234,"Census Tract 302.34, Cobb County",Cobb,Atlanta Regional Commission,Yes,67.1
13117130408,"Census Tract 1304.08, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,44.5
13123080300,"Census Tract 803, Gilmer County",Gilmer,Northwest Georgia,No,36.4
13117130201,"Census Tract 1302.01, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,73.1
13063040415,"Census Tract 404.15, Clayton County",Clayton,Atlanta Regional Commission,Yes,57.3
13217100300,"Census Tract 1003, Newton County",Newton,Northeast Georgia,Yes,64.3
13187960201,"Census Tract 9602.01, Lumpkin County",Lumpkin,Georgia Mountains,No,53.5
13279970100,"Census Tract 9701, Toombs County",Toombs,Heart of Georgia Altamaha,No,45.7
13245001200,"Census Tract 12, Richmond County",Richmond,Central Savannah River Area,No,77.2
13027960500,"Census Tract 9605, Brooks County",Brooks,Southern Georgia,No,48.1
13295020602,"Census Tract 206.02, Walker County",Walker,Northwest Georgia,No,52.9
13027960400,"Census Tract 9604, Brooks County",Brooks,Southern Georgia,No,62.6
13119890300,"Census Tract 8903, Franklin County",Franklin,Georgia Mountains,No,26.8
13267950300,"Census Tract 9503, Tattnall County",Tattnall,Heart of Georgia Altamaha,No,49.6
13013180501,"Census Tract 1805.01, Barrow County",Barrow,Northeast Georgia,Yes,28.3
13067030227,"Census Tract 302.27, Cobb County",Cobb,Atlanta Regional Commission,Yes,42.3
13099090300,"Census Tract 903, Early County",Early,Southwest Georgia,No,30.6
13027960600,"Census Tract 9606, Brooks County",Brooks,Southern Georgia,No,25.2
13235950300,"Census Tract 9503, Pulaski County",Pulaski,Middle Georgia,No,46.8
13201950200,"Census Tract 9502, Miller County",Miller,Southwest Georgia,No,27.3
13033950400,"Census Tract 9504, Burke County",Burke,Central Savannah River Area,No,60.6
13283960100,"Census Tract 9601, Treutlen County",Treutlen,Heart of Georgia Altamaha,No,15
13133950303,"Census Tract 9503.03, Greene County",Greene,Northeast Georgia,No,55.3
13073030105,"Census Tract 301.05, Columbia County",Columbia,Central Savannah River Area,No,46
13073030106,"Census Tract 301.06, Columbia County",Columbia,Central Savannah River Area,No,39.7
13299950100,"Census Tract 9501, Ware County",Ware,Southern Georgia,No,71.4
13121002400,"Census Tract 24, Fulton County",Fulton,Atlanta Regional Commission,Yes,68
13153021202,"Census Tract 212.02, Houston County",Houston,Middle Georgia,No,51.5
13185010102,"Census Tract 101.02, Lowndes County",Lowndes,Southern Georgia,No,48.7
13299950600,"Census Tract 9506, Ware County",Ware,Southern Georgia,No,52.2
13121000100,"Census Tract 1, Fulton County",Fulton,Atlanta Regional Commission,Yes,11.9
13063040622,"Census Tract 406.22, Clayton County",Clayton,Atlanta Regional Commission,Yes,41.5
13047030700,"Census Tract 307, Catoosa County",Catoosa,Northwest Georgia,No,34.3
13047030402,"Census Tract 304.02, Catoosa County",Catoosa,Northwest Georgia,No,36.9
13153021000,"Census Tract 210, Houston County",Houston,Middle Georgia,No,48.5
13231010400,"Census Tract 104, Pike County",Pike,Three Rivers,No,33.1
13121011506,"Census Tract 115.06, Fulton County",Fulton,Atlanta Regional Commission,Yes,20.9
13121000500,"Census Tract 5, Fulton County",Fulton,Atlanta Regional Commission,Yes,42
13121006500,"Census Tract 65, Fulton County",Fulton,Atlanta Regional Commission,Yes,74.3
13089023000,"Census Tract 230, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,49.8
13215010301,"Census Tract 103.01, Muscogee County",Muscogee,River Valley,No,43.9
13249960100,"Census Tract 9601, Schley County",Schley,River Valley,No,76.9
13063040620,"Census Tract 406.20, Clayton County",Clayton,Atlanta Regional Commission,Yes,31.8
13063040308,"Census Tract 403.08, Clayton County",Clayton,Atlanta Regional Commission,Yes,60.7
13121002900,"Census Tract 29, Fulton County",Fulton,Atlanta Regional Commission,Yes,50.5
13121003000,"Census Tract 30, Fulton County",Fulton,Atlanta Regional Commission,Yes,27.3
13115001200,"Census Tract 12, Floyd County",Floyd,Northwest Georgia,No,39.6
13185011301,"Census Tract 113.01, Lowndes County",Lowndes,Southern Georgia,No,71.3
13031110401,"Census Tract 1104.01, Bulloch County",Bulloch,Coastal Regional Commission,No,58.1
13229960200,"Census Tract 9602, Pierce County",Pierce,Southern Georgia,No,25.9
13153021500,"Census Tract 215, Houston County",Houston,Middle Georgia,No,25.7
13315960300,"Census Tract 9603, Wilcox County",Wilcox,Heart of Georgia Altamaha,No,35.2
13151070304,"Census Tract 703.04, Henry County",Henry,Atlanta Regional Commission,Yes,50.7
13153021105,"Census Tract 211.05, Houston County",Houston,Middle Georgia,No,45.5
13175950100,"Census Tract 9501, Laurens County",Laurens,Heart of Georgia Altamaha,No,31.1
13089023603,"Census Tract 236.03, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,56.2
13067030106,"Census Tract 301.06, Cobb County",Cobb,Atlanta Regional Commission,Yes,42.3
13067030107,"Census Tract 301.07, Cobb County",Cobb,Atlanta Regional Commission,Yes,29.3
13157010701,"Census Tract 107.01, Jackson County",Jackson,Northeast Georgia,No,63.6
13063040411,"Census Tract 404.11, Clayton County",Clayton,Atlanta Regional Commission,Yes,46.2
13299950300,"Census Tract 9503, Ware County",Ware,Southern Georgia,No,68.1
13067030314,"Census Tract 303.14, Cobb County",Cobb,Atlanta Regional Commission,Yes,63.1
13089023425,"Census Tract 234.25, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,44.1
13135050529,"Census Tract 505.29, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,55
13135050538,"Census Tract 505.38, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,71.1
13131950500,"Census Tract 9505, Grady County",Grady,Southwest Georgia,No,54.3
13051010809,"Census Tract 108.09, Chatham County",Chatham,Coastal Regional Commission,No,53.1
13051010808,"Census Tract 108.08, Chatham County",Chatham,Coastal Regional Commission,No,49.5
13115001100,"Census Tract 11, Floyd County",Floyd,Northwest Georgia,No,49.6
13131950200,"Census Tract 9502, Grady County",Grady,Southwest Georgia,No,33.3
13131950400,"Census Tract 9504, Grady County",Grady,Southwest Georgia,No,63.3
13069010801,"Census Tract 108.01, Coffee County",Coffee,Southern Georgia,No,52.8
13105000300,"Census Tract 3, Elbert County",Elbert,Northeast Georgia,No,32.1
13089023310,"Census Tract 233.10, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,59
13121011900,"Census Tract 119, Fulton County",Fulton,Atlanta Regional Commission,Yes,47.5
13161960300,"Census Tract 9603, Jeff Davis County",Jeff Davis,Heart of Georgia Altamaha,No,14.9
13121007703,"Census Tract 77.03, Fulton County",Fulton,Atlanta Regional Commission,Yes,69.1
13051004212,"Census Tract 42.12, Chatham County",Chatham,Coastal Regional Commission,No,56.4
13021010800,"Census Tract 108, Bibb County",Bibb,Middle Georgia,No,55.3
13021013409,"Census Tract 134.09, Bibb County",Bibb,Middle Georgia,No,40.4
13121011618,"Census Tract 116.18, Fulton County",Fulton,Atlanta Regional Commission,Yes,32.3
13121010212,"Census Tract 102.12, Fulton County",Fulton,Atlanta Regional Commission,Yes,48.1
13095000400,"Census Tract 4, Dougherty County",Dougherty,Southwest Georgia,No,51.7
13029920306,"Census Tract 9203.06, Bryan County",Bryan,Coastal Regional Commission,No,51.6
13029920102,"Census Tract 9201.02, Bryan County",Bryan,Coastal Regional Commission,No,57
13121008202,"Census Tract 82.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,78.4
13105000400,"Census Tract 4, Elbert County",Elbert,Northeast Georgia,No,55.2
13215003302,"Census Tract 33.02, Muscogee County",Muscogee,River Valley,No,57.8
13139000701,"Census Tract 7.01, Hall County",Hall,Georgia Mountains,Yes,48.9
13061960300,"Census Tract 9603, Clay County",Clay,River Valley,No,49.8
13077170700,"Census Tract 1707, Coweta County",Coweta,Three Rivers,Yes,46.6
13117130503,"Census Tract 1305.03, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,7.5
13135050521,"Census Tract 505.21, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,65.6
13067030408,"Census Tract 304.08, Cobb County",Cobb,Atlanta Regional Commission,Yes,39.7
13165960200,"Census Tract 9602, Jenkins County",Jenkins,Central Savannah River Area,No,66.9
13065970200,"Census Tract 9702, Clinch County",Clinch,Southern Georgia,No,57.7
13055010400,"Census Tract 104, Chattooga County",Chattooga,Northwest Georgia,No,34.7
13051003502,"Census Tract 35.02, Chatham County",Chatham,Coastal Regional Commission,No,79.6
13051980000,"Census Tract 9800, Chatham County",Chatham,Coastal Regional Commission,No,
13047030600,"Census Tract 306, Catoosa County",Catoosa,Northwest Georgia,No,45.4
13047030401,"Census Tract 304.01, Catoosa County",Catoosa,Northwest Georgia,No,
13077170402,"Census Tract 1704.02, Coweta County",Coweta,Three Rivers,Yes,26.7
13047030100,"Census Tract 301, Catoosa County",Catoosa,Northwest Georgia,No,48.6
13235950200,"Census Tract 9502, Pulaski County",Pulaski,Middle Georgia,No,54.5
13269950200,"Census Tract 9502, Taylor County",Taylor,River Valley,No,68.6
13121009300,"Census Tract 93, Fulton County",Fulton,Atlanta Regional Commission,Yes,47.3
13245010107,"Census Tract 101.07, Richmond County",Richmond,Central Savannah River Area,No,40.8
13321950500,"Census Tract 9505, Worth County",Worth,Southwest Georgia,No,40.5
13321950100,"Census Tract 9501, Worth County",Worth,Southwest Georgia,No,34.4
13085970100,"Census Tract 9701, Dawson County",Dawson,Georgia Mountains,Yes,32.7
13121007807,"Census Tract 78.07, Fulton County",Fulton,Atlanta Regional Commission,Yes,61.9
13133950200,"Census Tract 9502, Greene County",Greene,Northeast Georgia,No,49.7
13113140407,"Census Tract 1404.07, Fayette County",Fayette,Atlanta Regional Commission,Yes,49.5
13067030601,"Census Tract 306.01, Cobb County",Cobb,Atlanta Regional Commission,Yes,39.2
13019970200,"Census Tract 9702, Berrien County",Berrien,Southern Georgia,No,36.8
13093970200,"Census Tract 9702, Dooly County",Dooly,River Valley,No,53.9
13093970100,"Census Tract 9701, Dooly County",Dooly,River Valley,No,35.4
13151070202,"Census Tract 702.02, Henry County",Henry,Atlanta Regional Commission,Yes,57.4
13151070203,"Census Tract 702.03, Henry County",Henry,Atlanta Regional Commission,Yes,17.6
